state,county,city,zip_code,total_population,total_population_2024,median_age,housing_units,median_gross_rent,median_home_value,median_household_income,white_population,black_population,american_indian_alaska_native_population,asian_population,hispanic_latino_population,foreign_born_population,total_moved_last_year,moved_from_different_state,moved_from_abroad,average_price,average_beds,average_baths,average_sqft,num_listings
CO,Park County,Como,80432,285,208,53.6,1002,-666666666,330900,27074,275,10,0,0,0,0,285,275,0,310180.48780487804,2.473684210526316,1.15625,1785.842105263158,41
CO,Montezuma County,Pleasant View,81331,117,208,60.1,83,-666666666,197700,54545,117,0,0,0,0,0,117,117,0,406800.0,3.0,1.5,1918.5,10
CO,Weld County,Galeton,80622,207,202,36.6,67,-666666666,-666666666,-666666666,207,0,0,0,0,0,207,207,0,581250.0,3.333333333333333,2.0,2656.0,4
CO,Morgan County,Snyder,80750,230,201,41.5,106,-666666666,121700,53393,195,0,0,0,24,0,226,193,0,,,,,0
CO,Saguache County,Sargents,81248,184,197,37.4,132,-666666666,-666666666,120298,184,0,0,0,0,0,184,184,0,43750.0,,,,2
CO,Crowley County,Crowley,81033,306,195,29.3,60,-666666666,57500,50385,119,0,2,0,223,0,306,300,2,300000.0,2.0,1.0,1120.0,1
CO,Larimer County,Glen Haven,80532,238,193,58.8,282,-666666666,358300,-666666666,238,0,0,0,0,0,238,238,0,,,,,0
CO,Gilpin County,Rollinsville,80474,197,189,48.6,114,-666666666,447100,-666666666,197,0,0,0,0,0,197,197,0,766666.6666666666,3.333333333333333,2.6666666666666665,2387.333333333333,3
CO,Eagle County,Wolcott,81655,307,181,41.4,229,-666666666,2000001,-666666666,307,0,0,0,94,80,307,307,0,1628647.0588235294,4.0,1.1764705882352942,1051.4117647058824,17
CO,San Miguel County,Ophir,81426,198,180,37.1,92,-666666666,595000,109519,198,0,0,0,1,2,198,174,8,777400.0,1.5,2.0,1356.0,5
CO,Gunnison County,Pitkin,81241,196,178,59.4,436,-666666666,319200,-666666666,192,0,0,0,0,0,196,184,0,434000.0,3.0,2.0,1061.0,3
CO,Washington County,Woodrow,80757,187,176,54.5,126,-666666666,118100,54375,180,0,0,7,0,7,187,139,6,3095000.0,,,,1
CO,Cheyenne County,Arapahoe,80802,162,173,40.9,72,-666666666,-666666666,-666666666,130,0,0,0,32,37,162,162,0,,,,,0
CO,Elbert County,Matheson,80830,101,171,56.3,58,-666666666,267900,63000,101,0,0,0,0,0,101,98,0,620893.3333333334,2.0,2.5,2634.0,6
CO,Eagle County,Bond,80423,138,160,59.4,188,-666666666,331800,96667,138,0,0,0,0,0,138,129,0,418500.0,0.0,0.0,0.0,2
CO,Gunnison County,Somerset,81434,153,158,54.7,141,-666666666,-666666666,-666666666,153,0,0,0,0,0,153,101,0,1018833.3333333334,2.6666666666666665,1.75,1955.3333333333333,6
CO,Bent County,Hasty,81044,148,146,41.0,97,575,81400,22361,146,0,0,0,50,0,148,148,0,181940.0,,,,2
CO,Jackson County,Coalmont,80430,148,145,48.4,64,-666666666,307900,54250,148,0,0,0,0,0,148,137,11,125000.0,,,,1
CO,Otero County,Cheraw,81030,131,143,59.8,78,-666666666,129500,47708,118,0,0,0,4,0,131,123,5,,,,,0
CO,Gunnison County,Ohio City,81237,115,143,56.2,221,-666666666,370600,136250,115,0,0,0,0,0,115,115,0,563000.0,2.5,1.5,1524.0,5
CO,Baca County,Vilas,81087,169,141,35.8,88,393,67700,29732,155,0,0,0,54,3,164,135,9,,,,,0
CO,Weld County,Stoneham,80754,151,138,46.8,76,535,193800,71429,143,0,0,2,6,0,151,143,0,,,,,0
CO,Gunnison County,Parlin,81239,161,134,68.7,158,-666666666,-666666666,-666666666,161,0,0,0,0,0,161,161,0,1722500.0,3.0,2.0,1899.0,2
CO,Gunnison County,Cimarron,81220,139,132,62.7,561,-666666666,307100,65625,139,0,0,0,0,0,139,99,0,5542857.142857143,4.6,3.1666666666666665,3271.0,14
CO,Montezuma County,Mesa Verde National Park,81330,116,132,68.3,110,-666666666,-666666666,-666666666,100,9,0,7,9,0,116,25,83,,,,,0
CO,Las Animas County,Kim,81049,165,131,60.1,135,2656,123500,37500,161,0,0,0,16,0,165,138,4,4142475.0,4.0,4.666666666666667,6346.666666666667,4
CO,Yuma County,Vernon,80755,103,127,60.7,38,-666666666,-666666666,-666666666,103,0,0,0,0,0,103,103,0,,,,,0
CO,Las Animas County,Branson,81027,136,123,41.7,116,675,49300,46250,119,0,0,0,9,2,136,100,33,,,,,0
CO,El Paso County,Colorado Springs,80929,39,122,88.1,34,-666666666,345000,-666666666,39,0,0,0,0,0,39,39,0,905000.0,3.6666666666666665,2.0,3196.0,6
CO,Moffat County,Maybell,81640,123,120,26.9,76,-666666666,275000,66964,110,0,1,0,45,0,123,72,48,327899.3333333333,3.5,0.5,1703.0,6
CO,Washington County,Lindon,80740,71,119,58.8,37,375,225000,44750,70,0,0,0,0,0,71,65,3,540000.0,,,,1
CO,Gunnison County,Powderhorn,81243,65,118,60.6,219,-666666666,475000,68333,65,0,0,0,0,0,65,48,0,181490.36363636365,1.5,2.0,1428.0,22
CO,Mesa County,Gateway,81522,104,107,69.0,141,-666666666,-666666666,-666666666,104,0,0,0,0,0,104,104,0,2512857.1428571427,2.0,,,7
CO,Montrose County,Paradox,81429,115,106,76.1,55,-666666666,214300,45769,114,0,0,0,1,0,115,115,0,699000.0,3.0,2.0,1289.0,1
CO,Las Animas County,Trinchera,81081,157,99,43.1,94,-666666666,240900,-666666666,153,0,0,0,53,0,157,149,8,,,,,0
CO,Routt County,McCoy,80463,137,92,58.4,86,-666666666,-666666666,89833,137,0,0,0,0,0,137,137,0,3600000.0,,0.0,0.0,1
CO,Washington County,Anton,80801,90,91,59.8,54,-666666666,151700,-666666666,90,0,0,0,0,0,90,88,0,448000.0,,,,1
CO,Kiowa County,Haswell,81045,94,84,39.4,51,1550,66700,48750,94,0,0,0,0,0,94,66,15,140242.5,0.0,0.0,0.0,2
CO,Adams County,Dupont,80024,52,83,42.3,18,-666666666,-666666666,-666666666,45,0,0,0,45,22,52,7,45,424084.30303030304,3.392857142857143,2.25,1331.428571428571,33
CO,Dolores County,Egnar,81325,109,73,64.8,109,-666666666,120000,47188,109,0,0,0,20,0,109,109,0,67000.0,,,,1
CO,Logan County,Padroni,80745,68,68,55.0,48,-666666666,203100,76250,68,0,0,0,10,0,68,54,10,,,,,0
CO,Moffat County,Hamilton,81638,67,65,45.7,78,-666666666,-666666666,95000,67,0,0,0,0,0,67,61,6,1377475.0,4.0,1.25,1532.6666666666667,4
CO,Phillips County,Paoli,80746,45,61,23.8,24,800,125000,37500,45,0,0,0,24,5,45,44,0,,,,,0
CO,Jackson County,Rand,80473,51,53,33.8,73,-666666666,-666666666,26288,51,0,0,0,0,0,51,51,0,539000.0,3.0,1.0,1154.0,1
CO,Las Animas County,Model,81059,34,52,62.3,59,-666666666,-666666666,25179,34,0,0,0,0,0,34,34,0,238288.17647058825,,0.0,,17
CO,Baca County,Two Buttes,81084,67,51,64.3,53,-666666666,87500,16000,52,0,0,0,10,10,67,67,0,392500.0,5.0,3.0,3082.0,2
CO,Eagle County,Burns,80426,73,46,66.4,59,-666666666,558300,82656,73,0,0,0,0,0,73,73,0,,,,,0
CO,Jackson County,Cowdrey,80434,23,46,68.8,72,-666666666,-666666666,-666666666,23,0,0,0,0,0,23,23,0,,,,,0
CO,Boulder County,Eldorado Springs,80025,37,45,62.1,45,-666666666,-666666666,-666666666,27,0,10,0,0,0,37,16,3,858000.0,2.333333333333333,1.3333333333333333,1227.6666666666667,3
CO,Costilla County,Jaroso,81138,37,39,64.5,41,-666666666,-666666666,-666666666,12,0,0,0,12,12,37,37,0,221000.0,2.0,1.0,1432.0,2
CO,Prowers County,Hartman,81043,56,38,39.3,28,-666666666,-666666666,-666666666,48,0,0,0,7,0,56,54,0,,,,,0
CO,Cheyenne County,Wild Horse,80862,34,35,62.3,28,-666666666,265600,74375,34,0,0,0,0,0,34,31,0,189000.0,3.0,2.0,1920.0,1
CO,Weld County,Hereford,80732,16,24,13.0,4,-666666666,-666666666,-666666666,16,0,0,0,0,0,16,16,0,,,,,0
CO,Archuleta County,Chromo,81128,45,16,63.2,110,-666666666,632800,-666666666,45,0,0,0,0,0,45,33,0,1082479.933333333,2.5,2.75,2809.25,15
CO,Kiowa County,Arlington,81021,8,12,72.5,4,-666666666,-666666666,-666666666,8,0,0,0,0,0,8,8,0,,,,,0
CO,Montrose County,Bedrock,81411,35,2,54.3,20,-666666666,-666666666,-666666666,35,0,0,0,0,0,35,35,0,259000.0,1.5,0.5,1925.5,2
UT,Utah County,Lehi,84043,74101,77551,26.2,20176,1564,415900,108515,67098,435,204,1328,5911,2572,73005,63436,4579,772990.5853658536,4.341463414634147,3.341463414634146,3219.0731707317077,41
UT,Davis County,Clearfield,84015,68865,69772,30.7,21776,1133,276000,79704,58586,994,380,1587,10218,2145,67858,60064,3914,501678.0731707317,3.85,2.475,2275.025,41
UT,Salt Lake County,Herriman,84096,65702,69619,29.0,19252,1511,420400,106769,57198,425,228,1481,5315,2225,64551,57374,5154,723198.5609756098,3.8157894736842106,3.421052631578948,3399.157894736842,41
UT,Weber County,Ogden,84404,64499,65940,33.3,23127,1044,244800,69664,54544,505,643,697,15213,2528,63569,54567,5391,509452.4390243903,3.4390243902439024,2.5609756097560976,2656.7073170731705,41
UT,Tooele County,Tooele,84074,53932,55917,32.1,16868,1136,261200,88478,46441,590,117,311,7277,869,53163,46818,2675,511263.1463414634,4.078947368421052,2.921052631578948,2607.4615384615386,41
UT,Davis County,Layton,84041,54953,55009,29.8,18329,1135,292700,76615,46613,1157,323,1002,8325,2104,54394,46838,4074,501167.8048780488,3.5641025641025643,2.641025641025641,2146.325,41
UT,Utah County,American Fork,84003,52442,53731,27.2,15131,1411,423100,101928,46471,440,121,789,3571,1086,51669,44632,4417,742192.1219512195,4.256410256410256,3.282051282051282,2889.95,41
UT,Salt Lake County,West Jordan,84081,50596,52180,29.3,14332,1419,371900,102651,37430,808,560,1398,10745,2946,49988,45063,3828,648947.6341463415,4.317073170731708,3.268292682926829,3007.829268292683,41
UT,Washington County,Saint George,84790,50503,51773,38.1,19091,1254,373200,73071,44713,549,784,704,4910,1575,50001,43404,2884,899982.487804878,4.17948717948718,3.375,3290.487804878049,41
UT,Salt Lake County,West Valley City,84120,52362,51391,30.3,14326,1221,273900,76725,29814,1139,326,2973,19932,6521,51571,44624,5122,490134.5853658537,3.926829268292683,2.5121951219512195,2064.3658536585367,41
UT,Salt Lake County,West Valley City,84119,51636,51180,29.7,16910,1208,239600,58909,27362,2217,888,2275,22342,9001,50662,40114,7542,323172.85365853657,3.1951219512195124,2.048780487804878,1519.5853658536585,41
UT,Salt Lake County,Draper,84020,49978,50635,33.1,15388,1501,569700,116977,42463,1060,204,2127,3553,2602,49195,41598,4103,870853.0731707317,4.275,3.475,3298.825,41
UT,Cache County,Logan,84321,48518,49434,24.2,16654,835,260200,54040,42082,410,261,1206,6167,2234,47537,35949,6605,398449.2682926829,3.525,2.8,2185.325,41
UT,Salt Lake County,Riverton,84065,49075,48759,33.8,14559,1472,445800,111574,44103,334,468,878,3678,887,48194,41464,3642,735121.6829268293,4.024390243902439,3.365853658536585,3240.756097560976,41
UT,Utah County,Pleasant Grove,84062,47203,47430,27.9,14248,1325,365300,86867,41996,178,106,647,4848,1740,46377,39420,4594,653265.0731707317,4.024390243902439,3.0,2603.1463414634145,41
UT,Washington County,Saint George,84770,44908,47207,37.1,20107,1107,312000,60532,39393,181,424,223,6842,2042,44398,35269,4921,505268.0487804878,2.9743589743589745,2.2439024390243905,2630.853658536585,41
UT,Davis County,Bountiful,84010,47550,47030,31.8,16387,1190,373000,87253,43246,148,329,574,3393,937,46759,39293,3280,740182.6097560975,3.972972972972973,2.810810810810811,2715.054054054054,41
UT,Utah County,Spanish Fork,84660,45182,46229,27.3,12428,1171,341000,84709,42167,202,206,89,4600,976,44235,38016,3965,608109.9024390244,4.1,3.1,2734.25,41
UT,Utah County,Eagle Mountain,84005,42222,45638,20.8,9946,1663,356800,91877,38335,176,337,172,4889,1198,40914,35377,3250,528373.2926829269,3.7560975609756095,2.975609756097561,2664.8048780487807,41
UT,Weber County,Ogden,84401,43463,45346,32.1,16573,960,281500,64932,35774,679,580,617,11294,2282,42893,34908,4609,574037.3170731707,3.85,3.05,2598.075,41
UT,Utah County,Provo,84604,43006,44575,23.8,12821,993,391700,62081,36685,377,514,1297,4723,1901,42463,27395,8207,949546.2926829268,4.135135135135135,3.3783783783783785,3350.5945945945946,41
UT,Salt Lake County,Salt Lake City,84118,41424,41387,30.3,11641,1537,248100,76639,23697,1176,658,967,15254,4450,40894,36702,3536,420182.9268292683,3.902439024390244,2.1463414634146343,1820.9756097560976,41
UT,Utah County,Saratoga Springs,84045,36720,40053,21.7,9153,1678,402100,106879,32652,132,17,342,3030,768,35979,30268,2602,555593.9268292683,3.634146341463415,3.1951219512195124,2495.414634146341,41
UT,Salt Lake County,South Jordan,84009,37791,39891,32.0,11089,1827,424600,114664,32381,165,11,1412,3769,1089,37009,31389,3274,567674.3902439025,2.951219512195122,2.951219512195122,2114.3414634146343,41
UT,Salt Lake County,Salt Lake City,84121,40151,39759,40.9,16929,1451,441900,101636,36498,245,126,1003,2357,1055,39607,34216,3588,1248477.780487805,4.027777777777778,3.076923076923077,3529.8611111111118,41
UT,Davis County,Kaysville,84037,39257,39342,32.3,11072,1217,429400,110242,36526,199,144,254,1951,232,38749,34979,1909,779804.0731707317,4.4,3.433333333333333,3541.733333333333,41
UT,Weber County,Roy,84067,39076,38952,32.5,13392,1197,252100,76611,32713,260,121,653,7680,1001,38322,34185,1639,434777.7804878049,3.8780487804878048,2.707317073170732,2244.487804878049,41
UT,Salt Lake County,West Jordan,84088,39229,38785,33.8,12782,1309,341300,84758,30579,398,282,1076,8177,2820,38745,32942,4233,571899.4736842106,3.864864864864865,2.810810810810811,2275.675675675676,38
UT,Salt Lake County,South Jordan,84095,37835,38239,36.9,12923,1492,511500,108739,32598,197,531,1905,3023,1154,37421,31578,4013,884082.8780487805,4.714285714285714,3.7714285714285714,3995.742857142857,41
UT,Utah County,Orem,84057,38600,38222,27.3,12575,1117,300400,67035,32762,235,309,544,8446,3562,37881,31125,4850,541068.2926829269,4.2105263157894735,2.710526315789474,2336.5526315789475,41
UT,Salt Lake County,Salt Lake City,84123,37662,38052,33.8,14450,1210,314700,67262,28359,590,364,2217,7589,2742,37027,30040,5024,396095.68292682926,3.1951219512195124,2.2439024390243905,1821.19512195122,41
UT,Salt Lake County,Salt Lake City,84129,38388,37952,34.8,12174,1306,289900,80518,26834,581,264,3299,9215,3885,38045,33032,4042,520538.756097561,3.9,2.45,2153.3,41
UT,Weber County,Ogden,84403,36746,36982,33.5,14218,941,287900,72320,30814,909,232,509,7247,1434,36352,30602,2896,529180.4390243902,4.2631578947368425,3.1052631578947367,2480.6052631578946,41
UT,Salt Lake County,Midvale,84047,36275,36742,32.6,16429,1237,297400,65501,26917,966,114,1517,6780,3241,35774,28151,4924,455848.7804878049,3.051282051282051,2.230769230769231,1553.1,41
UT,Salt Lake County,Salt Lake City,84116,35111,36701,30.7,12931,1112,246600,56934,16247,1260,649,3023,13785,6163,34625,28901,3070,461519.0243902439,3.7804878048780486,2.2195121951219514,1774.9024390243903,41
UT,Salt Lake County,Salt Lake City,84107,36498,36697,34.7,16674,1171,311000,61095,28770,1054,249,1563,5751,3405,36083,29982,3545,631927.756097561,3.4878048780487805,2.8536585365853657,2322.731707317073,41
UT,Utah County,Provo,84606,35960,36489,23.2,10808,959,308200,45754,29056,391,80,1147,5598,2920,35351,17711,10514,784466.6666666666,7.068965517241379,3.655172413793104,2942.5172413793102,30
UT,Utah County,Springville,84663,35124,35731,26.5,10311,1227,323000,77286,30619,140,155,250,6013,1390,34540,28662,3491,1540414.6097560977,3.6666666666666665,3.358974358974359,4698.179487179487,41
UT,Salt Lake County,Salt Lake City,84106,35714,34704,33.9,16209,1360,392300,80388,30399,884,390,1241,3423,1740,35325,29959,3310,632736.3414634146,3.025,2.6,1817.675,41
UT,Weber County,Ogden,84405,34243,34652,31.7,12323,1110,287800,73418,30522,287,118,427,4051,1074,33955,29508,2052,498746.2195121951,3.707317073170732,2.804878048780488,2400.7073170731705,41
UT,Utah County,Orem,84058,33714,34251,24.8,10928,1154,324900,62994,28303,280,172,725,6030,3034,33223,23005,6569,554641.552631579,3.6486486486486487,2.72972972972973,2456.5,38
UT,Davis County,Syracuse,84075,31552,32861,29.1,8747,1828,375900,115136,28455,633,157,338,1919,239,31184,28412,1436,608527.0,3.902439024390244,3.097560975609756,2780.5853658536585,41
UT,Weber County,Ogden,84414,32336,32588,31.7,9900,1154,345200,96045,29645,55,29,656,2658,420,31890,27798,1908,660457.9024390244,4.2631578947368425,3.210526315789474,3255.342105263158,41
UT,Salt Lake County,West Valley City,84128,32062,32260,30.6,8498,1602,282500,91411,17138,321,322,1188,13598,3866,31816,29190,1594,496584.175,3.58974358974359,2.6666666666666665,2006.5128205128208,40
UT,Utah County,Provo,84601,33109,32069,25.4,11492,977,275300,54239,27206,425,596,513,9903,3484,32562,25219,5078,466818.9756097561,3.710526315789474,2.421052631578948,2120.736842105264,41
UT,Salt Lake County,West Jordan,84084,32514,31933,34.1,10752,1516,304500,80221,23160,387,262,688,8563,2923,32207,28460,2752,506221.9268292683,3.5609756097560976,2.5609756097560976,2048.878048780488,41
UT,Salt Lake County,Sandy,84070,30091,30390,31.5,11612,1365,330600,73670,23821,296,463,1019,6198,2905,29651,23795,3602,558317.0731707317,3.775,2.95,2325.725,41
UT,Uintah County,Vernal,84078,29877,30075,31.4,11150,723,219800,64900,26660,188,767,163,2681,387,29300,24641,2455,256629.2682926829,4.0,2.533333333333333,2556.9333333333334,41
UT,Salt Lake County,Magna,84044,29128,29275,33.2,9173,1212,252900,72705,20075,318,36,309,8973,2419,28800,24742,3183,445501.9268292683,3.358974358974359,2.5384615384615383,2136.923076923077,41
UT,Washington County,Washington,84780,27762,29212,36.3,11006,1266,370700,78575,24195,56,422,347,3278,799,27502,24934,1521,575448.3902439025,3.864864864864865,2.948717948717949,2538.48717948718,41
UT,Iron County,Cedar City,84721,27319,28812,28.7,8689,897,241600,64156,24616,57,606,129,2956,640,26933,23133,1552,524354.8780487805,3.4285714285714284,1.8611111111111112,75370.77777777778,41
UT,Salt Lake County,Salt Lake City,84115,27997,28623,33.8,12597,999,290500,47943,18084,2238,736,2633,7470,4725,27558,21403,4454,531508.9756097561,3.4871794871794872,2.45,1730.075,41
UT,Utah County,Payson,84651,28128,28593,27.3,8107,1243,313900,82637,25344,143,239,185,3014,750,27719,24089,2428,549087.756097561,4.0,3.025641025641025,2723.0,41
UT,Salt Lake County,Sandy,84092,28197,28439,42.2,9880,1874,542300,130855,25963,185,164,736,1353,426,28025,25029,1671,1233841.1951219512,4.827586206896552,3.633333333333333,3883.413793103448,41
UT,Salt Lake County,Sandy,84094,28755,27971,34.9,9518,1508,358800,93652,24401,132,31,1371,2661,1259,28232,25191,2020,600151.5161290322,3.935483870967742,2.774193548387097,2307.3870967741937,31
UT,Davis County,Layton,84040,26384,27223,35.7,8713,1548,360200,106365,23302,289,9,544,2480,266,26038,22870,1488,660326.3170731707,4.102564102564102,3.333333333333333,2884.923076923077,41
UT,Box Elder County,Brigham City,84302,26242,26601,33.5,8990,830,248300,67016,23639,160,221,176,2781,421,25918,22494,1971,470244.4146341463,4.075,3.025,2462.3,41
UT,Salt Lake County,Salt Lake City,84109,25856,25623,36.2,9813,1420,502200,109926,23378,240,88,980,1256,677,25508,22853,1315,1099566.606060606,4.555555555555555,3.4285714285714284,3551.4074074074074,33
UT,Cache County,Logan,84341,24601,25062,25.2,8651,1068,299900,52466,20691,329,196,970,3199,1545,24152,18128,3165,606775.6097560975,4.0285714285714285,2.942857142857143,2966.428571428572,41
UT,Wasatch County,Heber City,84032,24238,24748,31.6,9054,1411,449000,83185,21973,142,42,603,3561,1002,23877,20470,1520,1769203.756097561,3.7777777777777777,3.5675675675675675,3398.45945945946,41
UT,Salt Lake County,Salt Lake City,84117,24437,24748,41.1,11213,1435,432700,71980,21569,509,91,611,1704,998,24117,20861,1881,1254060.951219512,3.871794871794872,3.125,3236.8205128205127,41
UT,Davis County,Farmington,84025,24093,24463,30.7,6996,1315,432800,107901,21922,182,63,697,1204,457,23830,20574,1898,940706.1707317074,4.25,3.75,3523.972222222222,41
UT,Salt Lake County,Sandy,84093,24429,24354,39.5,7947,1766,479700,112532,22113,403,15,805,687,586,24098,21885,1510,907819.153846154,4.52,3.36,3234.68,26
UT,Salt Lake County,Salt Lake City,84104,24809,23690,31.0,8202,1102,230700,53401,11641,1138,584,940,11950,4521,24271,21041,2463,393982.2068965517,3.142857142857143,2.2142857142857144,1341.2142857142858,29
UT,Iron County,Cedar City,84720,22797,23237,27.0,8412,840,276000,54418,20444,335,261,379,1769,356,22482,18488,2006,476465.243902439,4.03030303030303,2.475,8029.5,41
UT,Salt Lake County,Salt Lake City,84103,22888,23155,36.8,12922,1106,580500,73911,19982,388,40,820,1586,1070,22737,17619,3007,871994.4634146341,2.756097560975609,2.463414634146341,2150.7804878048782,41
UT,Salt Lake County,Salt Lake City,84124,23552,22918,38.5,8814,1255,545800,104250,20333,74,86,879,1739,962,23385,20178,2348,1617157.1219512196,4.073170731707317,3.658536585365854,3516.609756097561,41
UT,Salt Lake County,Salt Lake City,84105,23117,22797,35.2,10433,1270,471100,86160,19947,324,201,747,1708,779,22807,18139,2460,1098622.45,4.05,3.15,2583.725,40
UT,Washington County,Hurricane,84737,20896,22153,38.7,8400,1069,295100,58521,19692,270,54,54,2011,436,20533,18443,996,632977.1951219512,3.6666666666666665,2.707317073170732,3942.6585365853657,41
UT,Davis County,North Salt Lake,84054,21443,21937,30.8,7447,1327,363500,85213,18024,53,13,907,3512,1739,21210,17499,1313,669287.8292682926,3.588235294117647,3.0588235294117645,2413.4411764705883,41
UT,Utah County,Orem,84097,22131,21774,29.1,7132,1163,381800,82931,19895,108,139,360,1684,685,21920,18139,2552,1047413.875,5.0344827586206895,3.931034482758621,4210.931034482759,32
UT,Salt Lake County,Salt Lake City,84108,21736,21670,34.4,8016,1448,630200,110697,19004,259,117,1124,1522,983,21339,17691,2131,1539460.0,3.870967741935484,3.575757575757576,3812.25,40
UT,Summit County,Park City,84098,19276,20044,43.7,9572,2032,855200,155682,17518,100,53,394,1190,1070,19214,16246,1060,2379918.292682926,3.6666666666666665,3.475,3439.083333333333,41
UT,Salt Lake County,Salt Lake City,84102,18995,19165,28.9,10764,1111,384000,46906,15329,387,130,1239,1942,1462,18885,12806,3642,921321.7073170732,4.325,3.325,2658.575,41
UT,Davis County,Woods Cross,84087,16133,16772,34.4,4923,1446,359500,102639,14124,316,0,106,1522,428,15854,14646,697,652014.448275862,3.703703703703704,2.925925925925926,2139.4814814814813,29
UT,Davis County,Centerville,84014,16711,16740,38.2,5789,1376,374800,107808,15219,183,20,292,1135,245,16537,14692,1204,562833.1142857143,3.7142857142857135,2.8,2100.0857142857144,35
UT,Utah County,Santaquin,84655,15303,16111,26.3,4100,978,323800,83657,13873,137,84,0,1752,331,14907,13112,963,549016.8292682926,4.052631578947368,2.973684210526316,2709.4210526315787,41
UT,Cache County,Smithfield,84335,15615,15787,25.7,4385,949,276500,78780,14472,0,18,119,1130,462,15215,13130,1052,537073.1463414634,4.0256410256410255,3.076923076923077,2428.25641025641,41
UT,Utah County,Vineyard,84059,13921,15667,24.6,4538,1618,399100,86295,12100,242,72,275,1832,596,13518,9528,2675,936641.4285714284,5.852941176470588,4.823529411764706,3802.558823529412,35
UT,Box Elder County,Tremonton,84337,14401,14940,32.5,4808,922,232900,64102,13148,103,107,238,1497,277,14304,12459,729,478779.2682926829,3.58974358974359,2.5384615384615383,2393.871794871795,41
UT,Duchesne County,Roosevelt,84066,13441,14181,31.3,4687,846,197800,66214,11160,18,1039,141,1333,364,13269,11546,789,393134.0731707317,3.615384615384616,2.2758620689655173,2259.3703703703704,41
UT,Tooele County,Grantsville,84029,12733,13357,29.5,3835,810,301500,84654,12170,27,99,141,874,190,12604,10610,1022,746030.8536585366,4.0,2.789473684210526,3176.2820512820517,41
UT,Carbon County,Price,84501,12928,13039,34.7,5391,792,166200,50750,11380,258,52,96,2048,241,12667,10927,1196,275060.8780487805,3.28125,1.8125,1742.125,41
UT,Salt Lake County,Salt Lake City,84111,12410,12882,33.0,7867,1013,336700,47096,8780,593,554,938,1744,1126,12307,9640,1397,754133.303030303,2.806451612903226,2.4545454545454546,1581.7272727272727,33
UT,Morgan County,Morgan,84050,11875,12076,31.6,3585,1301,457500,112868,11260,82,30,28,362,64,11700,10482,398,845980.0,4.451612903225806,3.774193548387097,3957.870967741936,41
UT,Utah County,Mapleton,84664,11226,11756,31.1,3136,1444,502200,114449,10577,80,40,0,640,53,11126,9609,1123,573917.0731707317,3.658536585365854,3.024390243902439,2711.3658536585367,41
UT,Utah County,Lindon,84042,11346,11478,29.5,3096,1336,478800,100351,10214,35,0,245,608,180,11278,9676,1009,962914.0,4.222222222222222,3.611111111111111,3671.3888888888887,23
UT,Utah County,Salem,84653,10869,10950,28.5,2859,1314,421000,94560,10010,51,27,28,572,53,10680,9480,965,573772.1951219512,3.631578947368421,3.1578947368421053,2991.2894736842104,41
UT,Utah County,Alpine,84004,10209,10260,34.1,2876,3071,698900,138438,9632,0,30,90,249,110,10125,8994,611,2395237.2439024397,5.678571428571429,5.464285714285714,7226.857142857143,41
UT,Grand County,Moab,84532,10001,10250,41.5,5256,926,337100,52431,9056,1,353,147,1013,572,9868,8928,357,762433.5853658536,2.6666666666666665,2.1515151515151514,1593.909090909091,41
UT,Cache County,Hyrum,84319,9745,9994,28.2,2912,803,261700,75714,8425,0,9,76,1408,463,9625,8402,825,1349180.8780487804,4.571428571428571,3.305555555555556,19920.83783783784,41
UT,Weber County,Hooper,84315,9326,9535,38.1,2801,-666666666,367600,99594,8829,0,0,22,623,11,9286,8911,132,1115359.6666666667,4.5,3.0416666666666665,2831.833333333333,30
UT,Washington County,Ivins,84738,8928,9282,52.0,4080,1287,367200,64369,8183,20,169,126,504,133,8855,7536,629,754764.1463414634,3.333333333333333,2.6,3098.475,41
UT,Sevier County,Richfield,84701,8425,8721,33.3,3054,685,209200,52973,7928,103,86,17,429,68,8306,6369,1089,489004.8780487805,4.264705882352941,2.9714285714285715,3100.057142857143,41
UT,Summit County,Kamas,84036,8317,8629,35.9,3589,1263,487800,88021,7212,26,0,37,1851,471,8176,7076,193,2890846.512195122,4.257142857142857,4.205128205128205,4052.864864864865,41
UT,Summit County,Park City,84060,8757,8615,41.1,9036,1661,1502700,118705,7509,78,0,277,1258,587,8642,6577,1159,3417031.7073170734,2.8947368421052637,3.2439024390243905,2518.692307692308,41
UT,Cache County,Providence,84332,8199,8418,34.8,2603,1168,356900,89167,7509,7,0,52,917,81,8098,7043,523,458005.3658536585,3.8666666666666663,2.8666666666666667,2374.333333333333,41
UT,Washington County,Santa Clara,84765,7697,7625,33.9,2669,1627,382900,84816,6885,48,0,169,697,214,7609,6771,330,833268.2926829269,4.1875,2.975609756097561,6258.5609756097565,41
UT,Salt Lake County,Salt Lake City,84101,6422,7358,35.8,4497,1087,417700,50000,4622,498,116,375,1298,685,6342,4311,1149,1039974.1612903224,4.586206896551724,4.741935483870968,2357.6129032258063,31
UT,Juab County,Nephi,84648,6952,7158,31.8,2333,821,300100,78021,6268,25,65,37,432,98,6892,5606,512,480560.9268292683,4.115384615384615,3.423076923076923,3204.230769230769,41
UT,Wasatch County,Midway,84049,6490,6891,40.9,3300,2731,608200,107373,6298,0,8,13,55,85,6454,5429,89,1503021.9024390243,3.78125,3.324324324324324,3454.65625,41
