state,county,city,zip_code,total_population,total_population_2024,median_age,housing_units,median_gross_rent,median_home_value,median_household_income,white_population,black_population,american_indian_alaska_native_population,asian_population,hispanic_latino_population,foreign_born_population,total_moved_last_year,moved_from_different_state,moved_from_abroad,average_price,average_beds,average_baths,average_sqft,num_listings
UT,Carbon County,Kenilworth,84529,89,95,30.4,59,-666666666,178100,22240,89,0,0,0,0,0,89,49,16,787500.0,3.5,3.5,5803.5,2
UT,Kane County,Duck Creek Village,84762,102,88,57.3,2278,-666666666,-666666666,-666666666,102,0,0,0,0,0,102,102,0,1130173.756097561,3.526315789473684,2.074074074074074,161641.40740740742,41
UT,Summit County,Echo,84024,52,79,33.7,76,-666666666,-666666666,-666666666,52,0,0,0,0,0,52,26,26,700000.0,4.0,1.0,2090.0,1
UT,Weber County,Ogden,84408,16,75,24.5,0,-666666666,-666666666,-666666666,12,0,0,4,0,4,16,4,9,,,,,0
UT,Emery County,Clawson,84516,55,61,67.9,69,-666666666,168800,39375,55,0,0,0,0,0,55,55,0,,,,,0
UT,Iron County,Brian Head,84719,35,60,65.2,1599,-666666666,-666666666,-666666666,35,0,0,0,0,0,35,35,0,618589.9512195121,2.375,1.6451612903225807,71139.51515151515,41
UT,Millard County,Garrison,84728,49,59,60.2,20,-666666666,-666666666,58750,49,0,0,0,0,0,49,49,0,,,,,0
UT,Piute County,Greenwich,84732,56,57,60.2,42,-666666666,281300,142955,56,0,0,0,0,0,56,56,0,,,,,0
UT,Box Elder County,Grouse Creek,84313,38,39,63.3,48,-666666666,-666666666,-666666666,29,9,0,0,9,9,38,29,0,,,,,0
UT,Sanpete County,Axtell,84621,57,32,60.1,42,-666666666,-666666666,-666666666,57,0,0,0,0,0,57,57,0,,,,,0
UT,Kane County,Mount Carmel,84755,31,25,46.8,77,-666666666,333300,-666666666,31,0,0,0,0,0,31,31,0,1952500.0,5.0,1.3333333333333333,3334671.6666666665,6
